,business_id ,categories,city,is_open,latitude,longitude,postal_code,pricerange,review_count,stars,state
13558,zPo1VeP0VzXPujJYUU_oFQ,"['Food', 'American (Traditional)', 'Pubs', 'Nightlife', 'Restaurants', 'Breweries', 'Bars']",Monticello,1,40.0242609,-88.5711292,61856,2,10,4.0,IL
13751,1xeyFW6daV8jdt3dM1nhqQ,"['Sandwiches', 'Fast Food', 'Restaurants']",Champaign,1,40.0836476,-88.2965982,61822,1,5,2.5,IL
13803,SViPlfsmwqvWNxZuVOgOMQ,"['Fast Food', 'Sandwiches', 'Restaurants']",Champaign,1,40.1106295,-88.2296312,61820,1,10,2.5,IL
13867,pQeaRpvuhoEqudo3uymHIQ,"['Imported Food', 'Specialty Food', 'Empanadas', 'Food Trucks', 'Ethnic Food', 'Food', 'Argentine', 'Restaurants']",Urbana,1,40.1111797,-88.2255837,61801,1,3,4.0,IL
14002,zrtRx2bm55zVeYIpzLLm3w,"['Greek', 'Restaurants']",Champaign,1,40.1125258,-88.2804392,61821,1,31,3.5,IL
14045,jeTfL2kCyBtmFGSrSQHqVw,"['American (New)', 'Nightlife', 'Italian', 'Lounges', 'Bars', 'Restaurants']",Champaign,1,40.1169069806,-88.2426019246,61820,3,146,4.0,IL
14091,BQbDU21SuXERM_gK9AA9AQ,"['Breakfast & Brunch', 'Restaurants', 'Sandwiches']",Urbana,1,40.1161317,-88.2197603,61801,1,26,3.5,IL
14243,bQ8ndy52Rcdv3uYvoJWQ_w,"['Southern', 'Restaurants', 'Soul Food']",Champaign,0,40.0977581,-88.2487949,61820,1,45,3.5,IL
14390,8GUMO244E8CxfJcyJIWFOA,"['Mexican', 'Food', 'Grocery', 'Restaurants']",Champaign,1,40.1100704,-88.2395746,61820,1,53,4.0,IL
14394,u7jiuYiz-zVwsh0TGRHUIg,"['Mexican', 'Restaurants']",Champaign,1,40.1103801,-88.2327902,61820,1,27,4.0,IL
14395,-S1BkxguVmi2G_O6Bcoabg,"['Fast Food', 'American (New)', 'Diners', 'Juice Bars & Smoothies', 'Food', 'American (Traditional)', 'Restaurants', 'Burgers', 'Breakfast & Brunch']",Champaign,1,40.0949565,-88.245852,61820,1,41,2.5,IL
14634,RT7C2OY2W675e6qUUrBdsA,"['Soul Food', 'Restaurants', 'Cajun/Creole', 'Barbeque']",Urbana,0,40.123643,-88.200627,61801,2,13,2.5,IL
14651,7U7KkQyUIxUCcfCso4HP1g,"['Restaurants', 'Pizza', 'Chicken Wings', 'Italian']",Tuscola,1,39.7910761,-88.267399,61953,1,5,4.5,IL
14658,cDGaMsCAx8guR1IUrxLxWA,"['Restaurants', 'Vietnamese', 'Thai']",Champaign,1,40.110039,-88.229804,61820,1,39,4.0,IL
14681,dIZcPB3CtNjMn4O_p8QFxw,"['Restaurants', 'Breakfast & Brunch']",Champaign,1,40.112887,-88.278369,61821,2,169,4.0,IL
14817,LDhN6xxOvvC0aQEo6jyO3g,"['Pizza', 'Restaurants', 'Italian']",Monticello,1,40.0248499,-88.5740143,61856,2,13,4.5,IL
15034,3MhH_4rYYOZCKydIW-WrWg,"['Food Trucks', 'Food', 'Restaurants', 'Mexican']",Rantoul,1,40.3081692965,-88.1468442084,61866,1,3,4.5,IL
15086,asCPMMAA1wW3GJvrPA4fTA,"['Chinese', 'Restaurants']",Urbana,0,40.1105839,-88.2070866,61801,2,19,3.0,IL
15174,BLtzUCwmGOSVgPJ78N3ORA,"['Restaurants', 'Chinese', 'Barbeque', 'Desserts', 'Food']",Urbana,1,40.111024,-88.197063,61801,2,30,3.0,IL
15180,5gndAzF9MGyff9Ye73jGkg,"['Restaurants', 'American (Traditional)']",Philo,1,40.006676,-88.15816,61864,2,13,3.5,IL
15264,bXHbLuxyBZemyB0j7GJbTA,"['Nightlife', 'Barbeque', 'Restaurants', 'Sports Bars', 'Bars']",Champaign,0,40.112114,-88.241292,61820,2,4,4.0,IL
15365,X3-dI5LGMdv6EQ8OLoOU9w,"['Convenience Stores', 'Food', 'Automotive', 'Sandwiches', 'Gas Stations', 'Pizza', 'Restaurants']",Urbana,1,40.115663,-88.182324,61802,0,6,2.0,IL
15456,1c4IxxSQxuh2mHVm6o2b9g,"['Chicken Wings', 'Restaurants', 'Cheesesteaks', 'Burgers']",Rantoul,1,40.3121174754,-88.1292835996,61866,1,5,4.0,IL
15480,4cPM1Hcj3UiN3fxyOsiR9w,"['Event Planning & Services', 'Barbeque', 'Restaurants', 'Caterers']",Champaign,1,40.112421,-88.280002,61821,1,82,4.0,IL
15589,QtRgDAK6k0JELN2_hi0ayw,"['Pizza', 'Restaurants']",Urbana,1,40.1134471,-88.2030657,61802,1,9,3.5,IL
15596,kj44upIDaMIPlYvsuweP4g,"['Bars', 'Italian', 'Dive Bars', 'Restaurants', 'Nightlife']",Champaign,0,40.1100246,-88.2332899,61820,1,32,3.5,IL
15617,RQKrr8j4jS_7ubGMfAwnIQ,"['Restaurants', 'Pizza']",Champaign,0,40.110515,-88.237634,61820,0,3,3.5,IL
15636,NFUINoS0tUsp3qy7wLIB1A,['Restaurants'],Champaign,0,40.1100319,-88.2330779,61820,1,8,4.0,IL
15754,kokytV29X4717mjIC3H7Xg,"['Pizza', 'Restaurants']",Champaign,1,40.1131801,-88.2837494,61821,2,14,2.5,IL
15800,R7X6MGkwU6BfUTzglBiyRQ,"['Restaurants', 'Italian', 'Pizza']",Mahomet,1,40.192108,-88.400262,61853,2,8,3.5,IL
15809,oYMsq2Xvzw6UbrIlMWjb-A,"['Restaurants', 'Pizza']",Champaign,1,40.1103562,-88.2380132,61820,1,26,2.0,IL
15906,MQ-xcuUXXBYvrXzy7BmOFw,"['Bars', 'Chicken Wings', 'Sports Bars', 'Nightlife', 'American (Traditional)', 'Restaurants']",Champaign,1,40.095434,-88.246253,61820,2,26,2.5,IL
15997,7eLUaZwipH_uwfvv-_WafQ,"['Steakhouses', 'Breakfast & Brunch', 'Restaurants']",Rantoul,1,40.3066637,-88.1744406,61866,1,17,3.0,IL
16105,a1sp-PiwbAthYG1JR8NfLg,"['Restaurants', 'Sandwiches']",Champaign,0,40.108174,-88.229693,61820,1,18,3.5,IL
16106,y2V42mxWvVoH4NvUT_n8eg,"['American (Traditional)', 'Burgers', 'African', 'Restaurants']",Champaign,1,40.1412380863,-88.2462750784,61820,2,47,2.5,IL
16110,Mc9sMBVNi53lqxHLCiLWiA,"['Fast Food', 'Restaurants', 'Tex-Mex', 'Mexican']",Champaign,1,40.137098,-88.243455,61820,1,6,2.5,IL
16130,8i04GQgUY3g8q2iw7mewIQ,"['Fast Food', 'Restaurants', 'Burgers']",Monticello,1,40.0233929,-88.5740269,61856,0,4,1.0,IL
16285,tjM2CZqRJ17oFapBTmGovw,"['Mexican', 'Restaurants']",Urbana,1,40.116832,-88.207131,61801,1,38,2.0,IL
16340,mofOjB6flg-eAWOFbOkHfQ,"['Restaurants', 'Sushi Bars', 'Buffets', 'Chinese']",Champaign,1,40.1373032,-88.2560119,61822,2,56,2.5,IL
16402,uGxZdLLgMQDvFSqiXyCg_w,"['Indian', 'Restaurants']",Champaign,1,40.1113654,-88.228907,61820,2,52,3.5,IL
16511,5SG7wYkCdZ_3sTJ4SmjUaA,"['Restaurants', 'Fish & Chips']",Urbana,0,40.105828,-88.195036,61801,1,3,3.5,IL
16554,PmVxbit6HDDsEUS-j9aDfg,"['Sports Bars', 'Bars', 'Nightlife', 'American (New)', 'Restaurants']",Champaign,1,40.081317,-88.2967042,61822,2,66,3.5,IL
16562,KZG8txc-vzkfDt-4ZYeREA,"['Bars', 'Restaurants', 'Nightlife', 'Burgers']",Urbana,0,40.123643,-88.200627,61802,1,11,4.5,IL
16630,d31uae0VHRiaWTD6w2D03w,"['Diners', 'Restaurants', 'Breakfast & Brunch', 'American (Traditional)']",Tuscola,1,39.7911004383,-88.2685616612,61953,2,16,2.5,IL
16842,KGpsB2dsdkxl8SGVUlJbZw,"['Restaurants', 'Steakhouses']",Champaign,1,40.144995,-88.257184,61822,2,40,3.0,IL
17053,tqxS-gA5zhBvdI5lk7kDGg,"['Mexican', 'Restaurants']",Champaign,1,40.1168537098,-88.2406103611,61820,2,10,4.5,IL
17216,O4-tpRbaMfrdx_okiVAbaw,"['Italian', 'Restaurants', 'Pizza', 'Barbeque']",Champaign,1,40.1159,-88.23873,61820,2,29,3.0,IL
17269,mvhokWwVKgfE-koLlc4VEw,"['Restaurants', 'Szechuan', 'Chinese']",Champaign,1,40.1101985,-88.2402729,61820,2,18,2.5,IL
17270,jKxES7iLV63H_PfyGVGIDw,"['Restaurants', 'Chinese']",Champaign,1,40.1104755,-88.2333105,61820,2,96,4.0,IL
17274,eJtmOfqwGj5sYKQrB01oWQ,"['Chicken Wings', 'Southern', 'Restaurants', 'Comfort Food']",Champaign,1,40.0903091,-88.2458708,61820,1,41,3.0,IL
17405,XODz0rilGYo6_xd5e7isOw,"['Restaurants', 'Chinese']",Urbana,1,40.1134464,-88.2030631,61802,1,19,3.0,IL
17445,dEKnEqm6Q44copoadiT8Iw,"['Breakfast & Brunch', 'Restaurants', 'Cafes', 'Food', 'American (Traditional)', 'Bakeries']",Urbana,1,40.1165867,-88.2253774,61801,2,42,2.5,IL
17518,tCCBl_sHPQsJg37g2fjRpA,"['Burgers', 'Restaurants', 'Fast Food']",Champaign,1,40.0978775,-88.2938531,61821,1,10,1.5,IL
17664,lWmDrnqgU6w3gFaJyn_1Uw,"['Basque', 'Mexican', 'Restaurants', 'Breakfast & Brunch', 'Cajun/Creole', 'Spanish']",Champaign,1,40.1171251,-88.2426687,61820,2,288,3.5,IL
17758,831BmmuoZF8px1KhBmRB9w,"['American (Traditional)', 'Restaurants']",Champaign,0,40.112114,-88.241292,61820,1,3,3.5,IL
17769,gOMc2QcDaMIOkIVTShqoYA,"['Restaurants', 'Delis', 'Sandwiches', 'Fast Food']",Champaign,1,40.136805,-88.257355,61822,1,23,3.5,IL
17781,p0LusgO7QmgxJF0XenzJfA,"['Ice Cream & Frozen Yogurt', 'Fast Food', 'Restaurants', 'Food']",Savoy,1,40.0736296,-88.2510831,61874,1,9,2.5,IL
17782,z3hD4GX5gSJtuqNhN-o2cg,"['Restaurants', 'Chinese']",Savoy,1,40.0590115158,-88.2522375155,61874,1,27,4.0,IL
17882,yxA93kcBmb_51wOx_iZssA,"['Restaurants', 'Pizza', 'Italian']",Monticello,1,40.0283051526,-88.5783341407,61856,2,6,1.5,IL
18013,eY8afQl17K4N2bf3z6nkCQ,"['Breakfast & Brunch', 'Buffets', 'American (New)', 'Restaurants']",Champaign,0,40.144166,-88.257164,61822,2,21,2.0,IL
18054,5CSGxhesXkz2XNQB8AP6Kw,"['Restaurants', 'Korean']",Champaign,1,40.1106295,-88.2296313,61820,2,72,3.0,IL
18085,OrX0D6xwxmymxfzWRatT7Q,"['Burgers', 'Sandwiches', 'Restaurants', 'Ice Cream & Frozen Yogurt', 'Food']",Champaign,1,40.1377918,-88.2596769,61822,1,14,3.5,IL
18095,9A1C1f0m4nQltQrOOTl-Kw,"['Bars', 'Nightlife', 'Restaurants', 'American (New)']",Champaign,0,40.1031471749,-88.2442199019,61820,2,37,2.5,IL
18230,yiFcujhdkeDhmXRufMG-lw,"['Restaurants', 'Korean']",Urbana,1,40.1137608,-88.2088348,61801,2,70,4.0,IL
18341,SFh9uHtGR1lVPH2RTS2SWQ,"['Burgers', 'Restaurants', 'American (Traditional)', 'Fast Food']",Champaign,1,40.1104207856,-88.2297450105,61820,1,19,3.0,IL
18406,Re3QMHqin0xiQ9Zhxb4gLQ,"['American (Traditional)', 'Restaurants']",Mahomet,0,40.19449,-88.400274,61853,0,4,4.5,IL
18443,U6xqyLII8WqNRbhEx3FXHQ,"['Restaurants', 'Nightlife', 'American (Traditional)', 'Bars']",Urbana,1,40.0879260365,-88.1697953554,61802,2,15,3.5,IL
18549,dKncjeWnvdqYiNC8l26fog,"['Restaurants', 'Sandwiches', 'Food', 'Delis', 'Food Delivery Services']",Champaign,1,40.1097893,-88.2408101,61820,1,16,3.0,IL
18601,9zGkU1ahmYCn3DlnKOXhqA,"['Restaurants', 'Sandwiches', 'Fast Food']",Champaign,1,40.13114,-88.2575618,61820,1,3,4.5,IL
18603,k441Clzdv9Ia4QZanEne3g,"['Restaurants', 'Chicken Wings', 'Barbeque']",Champaign,1,40.12454,-88.233577,61820,2,21,4.5,IL
18696,jK8PNNtv4RI6m-xd-tGjPQ,"['Burgers', 'American (Traditional)', 'Bars', 'Restaurants', 'Nightlife']",Champaign,1,40.1096938,-88.2303603,61820,2,74,3.5,IL
18801,Pj8n8jDPRdXi7RdOABJkWA,"['Food', 'Pizza', 'Specialty Food', 'Restaurants']",Champaign,0,40.0995658,-88.2443819,61820,2,10,4.5,IL
18805,xHjcLBgB3i9u_dHQZ8rirg,"['Bars', 'Spanish', 'Restaurants', 'Nightlife', 'Cocktail Bars']",Champaign,0,40.083446,-88.297332,61822,2,14,3.0,IL
19041,_n5wggIEfBzCUepjgvHXAQ,"['Sushi Bars', 'Japanese', 'Restaurants']",Champaign,1,40.1108158,-88.2291491,61820,2,47,3.0,IL
19042,LfjgSONDpGF7RJOCv-r9Dg,"['Burgers', 'Restaurants', 'American (Traditional)', 'Nightlife', 'Pubs', 'Bars']",Rantoul,1,40.311039,-88.1570711,61866,0,5,4.5,IL
19087,aokqWHt8vMf5iwj8KZZ5eg,"['Candy Stores', 'Food', 'Breakfast & Brunch', 'Ice Cream & Frozen Yogurt', 'Specialty Food', 'Restaurants', 'Cafes']",Tuscola,1,39.7995753,-88.2878659,61953,1,45,4.0,IL
19162,GWS5s8HSm1zjqMLJD7wQLg,"['Korean', 'Restaurants']",Champaign,1,40.10959,-88.230064,61822,2,81,3.0,IL
19381,yLKoESPQ8BN7dn6ADzZicQ,"['Indian', 'Middle Eastern', 'Restaurants']",Champaign,0,40.1102799,-88.2298014,61820,2,42,3.5,IL
19530,x4eptNxzj43ihrk0nZB_OA,"['Restaurants', 'Steakhouses']",Urbana,0,40.128228,-88.199861,61802,2,12,3.0,IL
19561,VsLcYJHIat78FUyP08GusA,"['Restaurants', 'Pizza']",Champaign,0,40.1451769,-88.258404,61821,1,5,1.5,IL
19702,0LCgN42C9H6iqClFevdiBA,"['Mediterranean', 'Greek', 'Restaurants']",Champaign,0,40.1111456,-88.2441689,61820,2,10,3.5,IL
19920,FZ6nk9Fg27KMgt7oiB0DGA,"['Bakeries', 'Desserts', 'Food', 'Restaurants', 'Cupcakes']",Monticello,1,40.025702,-88.573161,61856,1,4,5.0,IL
19983,eCmLyXPKBxK7p_MKmBwT9Q,"['Restaurants', 'Burgers', 'Fast Food']",Rantoul,1,40.3078239,-88.17265,61866,1,8,2.0,IL
20072,XbHxWOciYlBhJOjKRQbo9g,"['Delis', 'Food', 'Restaurants', 'Bakeries', 'Grocery']",Champaign,1,40.1451204,-88.2606888,61822,2,45,3.5,IL
20344,QHbrfA9nSNLFcevsfQk6dQ,"['Restaurants', 'Fast Food']",Champaign,0,40.111393,-88.300547,61821,1,6,3.0,IL
20648,xeG0v0TeunN5m13AeOJDhA,"['Restaurants', 'American (New)', 'Delis']",Urbana,1,41.975214,-87.899853,60686,2,31,2.5,IL
20784,TLEO3CpoJ0R7UKHvRb8fVg,"['Vegetarian', 'Burgers', 'American (New)', 'Seafood', 'Mexican', 'Restaurants', 'Sports Bars', 'Nightlife', 'Bars']",Monticello,1,40.049686,-88.567102,61856,1,12,3.0,IL
20811,JENZ-Yjl6D5ZPqV5fPSO3g,"['Food', 'Food Trucks', 'Event Planning & Services', 'Restaurants', 'Caribbean', 'Caterers']",Champaign,1,40.1017582,-88.2753144,61821,1,34,4.5,IL
21012,Y81wukOSmZ6sRS1cn1QhXA,"['Chinese', 'Restaurants']",Mahomet,1,40.1957401,-88.3979244,61853,1,25,4.5,IL
21042,-XH3-e3jDVdjHJq7GfNY7w,"['Restaurants', 'Vietnamese', 'Chinese']",Champaign,1,40.1092811348,-88.2313949615,61820,1,24,3.5,IL
21214,E8b-loa-89wsnJpu9ff_Gg,"['Mexican', 'Restaurants']",Champaign,1,40.112390977,-88.2898121712,61821,1,39,3.0,IL
21383,xrtyYnxgx7bTM3AEiwjWiA,"['Sandwiches', 'Restaurants']",Tuscola,1,39.7880375,-88.2672432,61953,2,21,4.5,IL
21412,Hw0hdZnM7z5uBTwbW8jHMA,"['Restaurants', 'Sandwiches']",Champaign,1,40.1432914,-88.2591227,61822,2,18,3.5,IL
21420,uma0HNsysznSfPbQb2HD5g,"['Restaurants', 'Vietnamese']",Savoy,0,40.0704268,-88.2515456,61874,2,14,3.5,IL
21490,xYW9qSsgsfyzJOYoj1exKg,"['Restaurants', 'Pizza', 'Videos & Video Game Rental', 'Books', 'Mags', 'Music & Video', 'Shopping']",Saint Joseph,0,40.1116198,-88.0419274,61873,2,6,3.0,IL
21573,doEpdTg3l55-IWemTlG3tg,"['Food', 'Delis', 'Sandwiches', 'Food Delivery Services', 'Restaurants']",Champaign,1,40.0974664,-88.2769858,61821,2,16,3.0,IL
21663,5dCJy5oH6ZHqB_7cx76DhA,"['Restaurants', 'Italian', 'Chicken Wings', 'Pizza']",Champaign,1,40.1201855,-88.2772836,61821,2,13,1.5,IL
21677,V-_Kh0RtKcKdQ0ON4eVQ-Q,"['Food', 'Italian', 'Event Planning & Services', 'Pizza', 'Caterers', 'Restaurants']",Champaign,0,40.142536,-88.243055,61820,2,25,3.5,IL
21710,fK0Z3tHJZ9zB0JeWlQT3xQ,"['Fast Food', 'Food Trucks', 'Restaurants', 'Food', 'Food Stands']",Urbana,1,40.1059233,-88.2120315,61801,1,15,4.5,IL
21737,NSzhahVpI_B32snhJHM0HA,"['Barbeque', 'American (Traditional)', 'Steakhouses', 'Restaurants']",Champaign,1,40.117932,-88.2810949,61821,2,83,3.5,IL
21878,sDfN5qJlmvrwTfwEPBsxSg,"['Fast Food', 'Ice Cream & Frozen Yogurt', 'Restaurants', 'Food']",Rantoul,1,40.3112973,-88.1429091,61866,0,3,2.5,IL
21903,D1vTUM0rBlcU39A9emQW8Q,"['Korean', 'Restaurants']",Urbana,1,40.1065086,-88.2212475,61801,2,21,3.0,IL
21941,vCopginiBsz1STNhQPb8XA,"['Restaurants', 'Desserts', 'Vegetarian', 'Food', 'Juice Bars & Smoothies', 'Sandwiches', 'Vegan']",Urbana,1,40.112757,-88.2085029,61801,2,63,4.5,IL
22029,KCQNEIvtU48Mh07uS-_Gvw,"['Tex-Mex', 'Mexican', 'Fast Food', 'Restaurants']",Urbana,1,40.11634,-88.22085,61801,1,27,2.5,IL
22133,dE_5fWVjBA0W4H7q2iwijQ,"['Korean', 'Restaurants', 'Nightlife', 'Karaoke']",Savoy,1,40.0733249833,-88.2508354715,61874,2,30,3.5,IL
22175,9MnbQg7kfb_WgxoV0hXKSQ,"['Barbeque', 'Restaurants']",Urbana,1,40.1138182155,-88.2076892527,61801,2,726,4.5,IL
22344,qeJnMI5RmyJ2TZvkqvjn6Q,"['Caterers', 'Restaurants', 'Event Planning & Services', 'Italian', 'Pizza']",Champaign,1,40.0865504478,-88.2469860629,61820,2,165,3.5,IL
22420,PgMt7JtwUB-QUoRZAbwUng,"['Bars', 'Nightlife', 'Tex-Mex', 'Restaurants', 'American (Traditional)', 'American (New)']",Champaign,1,40.139042,-88.258619,61822,2,32,2.5,IL
22689,ky0cUgRt1Bye3cxgxXpgYA,"['Bars', 'Pizza', 'Restaurants', 'Pubs', 'Nightlife']",Champaign,0,40.109335,-88.23084,61820,1,12,2.0,IL
22751,MPAPVFk66pplvv7rkcVfiQ,"['Japanese', 'Sushi Bars', 'Restaurants', 'Korean']",Champaign,0,40.110113,-88.233218,61820,2,23,3.0,IL
22798,zswdqM8Av3KxVv9o7_6ORA,"['Chinese', 'Event Planning & Services', 'Restaurants', 'Caterers']",Champaign,1,40.1004504,-88.2439462,61820,2,65,3.5,IL
23056,E6QAh8UPRo6Tlg6hkcWCHw,"['Indian', 'Pakistani', 'Restaurants']",Champaign,1,40.110474,-88.233544,61820,2,84,3.5,IL
23059,d_Wm9CpzIo_0T-XLfq1UcA,"['Sports Bars', 'American (Traditional)', 'Restaurants', 'Nightlife', 'Bars']",Champaign,1,40.1109483301,-88.2390865723,61820,2,36,3.5,IL
23117,VRKJpWhQeUE_38jnKrgsrA,"['Food', 'Food Trucks', 'Korean', 'Restaurants']",Champaign,0,40.1164204,-88.2433829,,1,8,3.0,IL
23201,SUktrYdNQD8k2vvkM4OpfA,"['Chinese', 'Restaurants']",Champaign,1,40.1178493,-88.2450179,61820,2,61,3.5,IL
23296,cLrsYJSVjDQbaVikQSpnbQ,"['Bars', 'Greek', 'Hookah Bars', 'Mediterranean', 'Nightlife', 'Restaurants']",Champaign,1,40.1099022,-88.2410371,61820,1,10,3.0,IL
23308,0-WocGTpO3Zm4q1Zzz49Rw,"['Sushi Bars', 'Restaurants', 'Japanese']",Champaign,1,40.1185309,-88.2448027,61820,2,131,3.5,IL
23329,KpVNHvN_3mVM4ubilE1_1Q,"['Flowers & Gifts', 'Shopping', 'Internet Cafes', 'Food', 'Gift Shops', 'Coffee & Tea', 'Cafes', 'Restaurants']",Mahomet,1,40.1961720577,-88.3952219412,61853,1,6,4.5,IL
23462,u_MdwAj7eGenc0YhqQy6nA,"['Restaurants', 'Chicken Wings']",Champaign,1,40.1105975,-88.242896,61820,2,26,2.5,IL
23507,CpNMXASiwtJv5eCDf0n63g,"['Seafood', 'Restaurants', 'Steakhouses']",Champaign,1,40.135881,-88.245468,61821,3,57,3.0,IL
23533,qaS11gk1kIlrzCX1LYiZsw,"['Restaurants', 'Greek']",Champaign,1,40.1432102493,-88.2519266565,61822,1,36,4.0,IL
23571,njngMI0mhAGJ-kH0oo68Ow,"['Restaurants', 'Thai', 'Chinese']",Champaign,1,40.108116,-88.230005,61820,1,42,3.5,IL
23684,c2uAqJ2REpLMCZO2jxdi9w,"['Fast Food', 'Restaurants', 'American (New)', 'American (Traditional)', 'Burgers']",Champaign,1,40.1374723,-88.2586063,61821,1,24,3.0,IL
23717,hxlfoblUAzNSOszKlyaV6g,"['Restaurants', 'Tex-Mex', 'Fast Food', 'Mexican']",Champaign,1,40.112702,-88.278467,61821,1,10,2.5,IL
23789,Piw4Xr1wNyL4lgmwLZ2eTg,"['Restaurants', 'Pizza']",Champaign,1,40.112342,-88.278054,61821,1,7,3.5,IL
23909,1qxpl7TaER9i1dxpnLyl2g,"['Coffee & Tea', 'Food', 'American (Traditional)', 'American (New)', 'Burgers', 'Restaurants', 'Breakfast & Brunch']",Mahomet,0,40.19449,-88.400274,61853,1,12,3.5,IL
24086,L2c-qKZWumCmOCR-dqBLrg,"['Nightlife', 'Restaurants', 'Burgers', 'Pubs', 'Bars', 'Lounges', 'American (Traditional)']",Champaign,1,40.1165558776,-88.2420127724,61820,2,273,4.0,IL
24166,ECKXHrl2GqNKRMG9jp4trg,"['Korean', 'Restaurants']",Champaign,1,40.1051831,-88.2438923,61820,2,31,3.5,IL
24190,6ockUmdOBYBApEsUCJkBzA,"['Mexican', 'Food', 'Ice Cream & Frozen Yogurt', 'Imported Food', 'Specialty Food', 'Restaurants', 'Ethnic Food']",Urbana,1,40.117278,-88.203156,61802,1,75,5.0,IL
24344,o-xFcSeSycAfqplklC222Q,"['Pizza', 'Restaurants']",Champaign,0,40.110827,-88.231612,61820,1,13,3.5,IL
24475,ZjJzuxjpOTAPWTFbaX06ew,"['Fast Food', 'Restaurants', 'Sandwiches']",Mahomet,1,40.195742,-88.397754,61853,1,6,2.0,IL
24481,wsuzuLD3KV7L8oMinLCI0A,"['Diners', 'Breakfast & Brunch', 'American (Traditional)', 'Restaurants']",Champaign,1,40.0984525132,-88.2442462116,61820,1,67,3.0,IL
24482,R32Yh0XxxanldkIp11fuRg,"['Hot Dogs', 'Restaurants', 'Barbeque']",Champaign,1,40.1125152,-88.2715751,61820,2,31,3.0,IL
24556,vVdY2qDO7dkUrU8LXYZ1uA,"['Seafood', 'Chinese', 'Restaurants']",Champaign,1,40.0833851146,-88.2643835833,61821,1,30,4.0,IL
24564,dn9lwYUxmhs_mLKPu7L25Q,"['Gastropubs', 'American (New)', 'Restaurants', 'Pubs', 'Nightlife', 'Bars', 'Cocktail Bars', 'Breakfast & Brunch']",Champaign,1,40.1183809,-88.2429963,61820,2,272,3.5,IL
24633,_TWp4gqGF7tQUGloTClcNg,"['Bars', 'Restaurants', 'Gluten-Free', 'Nightlife', 'Pizza', 'Vegan']",Champaign,1,40.0903007,-88.2458718,61820,2,70,3.5,IL
24634,MpAhuv_BBhYHDElgx1pD4g,"['Mexican', 'Restaurants']",Champaign,0,40.110041,-88.2296889,61820,1,15,2.0,IL
24638,24UHe1SZ4cgm6u6bU_L6xA,"['Japanese', 'Restaurants']",Champaign,1,40.1100643,-88.229494,61820,2,43,3.0,IL
24710,rwuMWGqt7L5l5lDsOYv1dw,"['Indian', 'Restaurants']",Champaign,0,40.110554,-88.232373,61820,1,26,3.5,IL
24726,JbWQtVLQDEOBlvbVWk2OFg,"['Restaurants', 'Fast Food', 'Mexican']",Champaign,1,40.1361978,-88.2599453,61820,1,35,3.5,IL
24849,miMx3VNOW8qPJC5wEGaIOw,"['Restaurants', 'Vietnamese']",Urbana,1,40.1132039812,-88.2031739193,61802,1,168,4.0,IL
24869,D5tiB1t8VRQOvvI-zgkq3Q,"['Event Planning & Services', 'Restaurants', 'Venues & Event Spaces', 'American (New)']",Urbana,0,40.087852,-88.170282,61802,2,16,3.0,IL
24894,4hWDMVtfnpyY72_5QMbthA,"['Meat Shops', 'Delis', 'Food', 'Restaurants', 'Specialty Food']",Champaign,1,40.091899,-88.2452807,61820,2,43,5.0,IL
24927,S7TY9oCMqK-TffWrygetcw,"['Soup', 'Breakfast & Brunch', 'Restaurants', 'Bakeries', 'Food', 'Salad', 'Sandwiches', 'Bagels']",Champaign,1,40.097838,-88.275366,61821,1,34,2.5,IL
25283,syP9qsN2-TiMbxh2zv1_NQ,"['Restaurants', 'Pizza']",Champaign,0,40.0817601,-88.2959863,61820,2,29,3.5,IL
25290,QdganL5AW9E_fNoRVroLig,"['Restaurants', 'Chinese', 'Thai']",Champaign,1,40.1160086,-88.2328394,61820,1,104,4.0,IL
25353,r_QcMIgY2zxdcV40kK_rxw,"['Bars', 'Sports Bars', 'Restaurants', 'Nightlife', 'Burgers', 'American (Traditional)']",Champaign,1,40.1421036,-88.2585732,61822,2,30,2.0,IL
25354,d51qbs6CitHbFD--G-AEVw,"['Chinese', 'Restaurants']",Champaign,0,40.0822044585,-88.2959151641,61822,2,22,3.0,IL
25357,oWQwUw8xfQgi1nVNKgS6vA,"['Food', 'Event Planning & Services', 'Venues & Event Spaces', 'American (New)', 'Restaurants', 'Breakfast & Brunch', 'Bakeries']",Urbana,1,40.115461,-88.2086039,61801,2,114,3.5,IL
25379,vqEtZ7CtNB9G8WMzjwJA2g,"['Mexican', 'Bars', 'Nightlife', 'Restaurants']",Champaign,1,40.119807,-88.2438559,61820,2,106,3.0,IL
25380,Tiu3iRXMlzEEI6Epp3I8lg,"['Kosher', 'Restaurants', 'Pizza', 'Vegetarian']",Champaign,1,40.108761,-88.231538,61820,1,5,5.0,IL
25552,u8C8pRvaHXg3PgDrsUHJHQ,"['Restaurants', 'Sandwiches', 'Salad', 'Pizza']",Champaign,1,40.1032417,-88.2441637,61820,2,351,3.5,IL
25727,I2EHSRP50SXxvfoWc8MIWw,"['Pizza', 'Restaurants']",Champaign,1,40.102573,-88.276899,61821,1,7,3.0,IL
25870,CPjWjKn4bj3QQFQ1nUlXUg,"['Creperies', 'Restaurants', 'Food', 'Desserts', 'Ice Cream & Frozen Yogurt']",Champaign,0,40.1103078524,-88.2317322493,61820,1,18,4.0,IL
